entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
Barrio 31;Barrio 31: Playón Oeste;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;este proyecto consistió en la puesta en valor del área destinada a espacio público (área apróximada 806 m2) ubicada en el sector playón oeste. el proyecto propuso regenerar el espacio público para reforzar el uso deportivo que históricamente tuvo, así­ como también el recreativo y de esparcimiento. consta de tres grandes espacios, una cancha de usos múltiples, un recorrido de rampas para el desnivel existente entre la vereda y el galpón, acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental, y por último, un gran espacio con juegos para niños.;44507177.00;1;retiro;gendarmeria nacional av. 679;2016-12-15;2018-05-16;17;100;C&E Construcciones S.A.;2016;Licitación Pública;9328-SIGAF/16;30708288361;10;21450467-MGEYA-DGOI-2016;Nación
Barrio Los Piletones;Barrio Los Piletones: Skate Park Polideportivo;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;recuperación y mejora del espacio público en el polideportivo de piletones. se colocarán juegos para niños, mobiliario urbano y pérgolas. se rehabilitará el skatepark existente.;2084504.00;8;villa soldati;continuación plumerillo y virtual prolongación de zinny;2017-08-09;2018-03-23;7;100;Cooperativa;2017;;;;41;;GCBA
Barrio 31;Barrio 31: Perette Veredas;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;la obra implicó la realización de las veredas, macetones, cordones, luminarias para la calle perette;48321490.00;1;retiro;gendarmeria nacional av. 679;2017-03-31;2017-11-07;8;100;CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.;2017;Licitación Pública;1383-SIGAF/16;30710393881;15;27-118-255-MGEYA-DGOI-2016;Nación / Fuente 14
Barrio 31;Barrio 31: CeSAC provisorio;Finalizada;Salud;Ministerio de Desarrollo Humano y Hábitat;se procedió a la construcción de módulos sanitarios para la atención de urgencias médicas de asistencia urgente y básica, los mismos ocupan una superficie de 260m2.;1595413.00;1;retiro;gendarmeria nacional av. 679;2016-04-01;2018-11-26;31;100;Merlino;2017;Licitación Pública;1186/SIGAF/17;20103652775;15;12-197-414-MGEYA-DGRFISS-17;Nación / Fuente 14
Barrio 31;Barrio 31: Mejoramiento Colegio Filii Dei;Finalizada;Escuelas;Ministerio de Desarrollo Humano y Hábitat;renovación de infraestructura de instalaciones sanitarias de la institución filii dei, colocación de techado sobre instalaciones deportivas y recreativas. superficie intervenida 270m2.;9947500.00;1;retiro;gendarmeria nacional av. 679;2017-12-22;2018-04-27;4;100;Kir S.R.L;2017;Licitación Pública;1481-SIGAF/17;30702232046;25;25513709 -MGEYA-DGOPDU-2017;GCBA / FoDUS
Barrio 31;Barrio 31: Casa de la Juventud/Centro de Adicciones;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;implicó la intervención sobre una edificación existente, modificando y ampliandola a 100m2. sus objetivos son: brindar tratamiento a personas en situación de consumo problemático de sustancias y trabajar en la prevención de las adicciones.;4343446.00;1;retiro;gendarmeria nacional av. 679;2017-08-21;2018-05-17;9;100;Merlino;2017;Licitación Pública;35-SIGAF/17;20103652775;20;15596660-MGEYA-DGOPDU-2017;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 31;Barrio 31: Cancha Chica;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;se regeneró un espacio público de 430m2 como un espacio principalmente de uso deportivo, de recreación y esparcimiento. se propuso un adecuamiento del mismo con la intención de demarcar de forma clara los espacios de uso exclusivo deportivo, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. se introdujo el uso del intertrabado para igualar todos los niveles igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas para favorecer la accesibilidad para personas con movilidad reducida y asimismo para facilitar las conexiones domiciliarias de infraestructura, accesos y cámaras. el perí­metro libre de 1.50m garantiza el giro de la silla de ruedas y el acceso franco de servicios de emergencia. toda la superficie se planteó con un solado multifunción, deportivo pero que permite el uso eventual para espectáculos, reuniones, y diversos tipos de deportes.;5757229.00;1;retiro;gendarmeria nacional av. 679;2017-10-23;2018-04-27;6;100;Cooperativa;2017;;;;8;;Nación / Fuente 14
Barrio 31;Barrio 31: Bichito de Luz;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;"replicando intervenciones similares en el barrio 31, se regeneró un espacio existente de 1400m2; preservando las funcionalidades existentes, estas son: deportivas, recreativas y culturales.";19869376.00;1;retiro;gendarmeria nacional av. 679;2017-10-05;2018-04-27;6;100;Cooperativa;2017;;;;10;;Internacional
Barrio 31;Barrio 31: Saldí­as;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;el objetivo de la obra fue regenerar el espacio público con juegos infantiles, espacios deportivos y dotación de infraestructura, en el denominado predio plaza cí­vica, ubicado dentro de la comuna 2 en el barrio saldí­as (delimitado por las calles padre carlos mugica y san pedro de jujuy), planteándose habilitar aproximadamente 1260 metros cuadrados incorporando buenas prácticas ambientales bajo normas básicas de sustentabilidad.;12330488.00;1;retiro;gendarmeria nacional av. 679;2017-12-04;2018-04-27;4;100;Algieri S.A;2017;Licitación Pública;1426-SIGAF/17;30699339810;15;22719739-MGEYA-DGOPDU-17;Mixto Nación / Préstamo BID AR-L1260
Barrio 31;Barrio 31: Viviendas Containera, Emplaque.;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;el edificio cuenta con 17 unidades de dos dormitorios, 22 unidades de tres dormitorios, 2 unidades de dos dormitorios con un local y 5 unidades de tres dormitorios con un local lo que representa un total de 46 unidades funcionales. todas las unidades con locales se encuentran en planta baja. la planta baja está provista de un de tanques de bombeo por cada núcleo. las plantas tipo tienen unidades de dos y tres dormitorios, están distribuidas en 3 niveles. se accede a ellas a través de un total de 8 núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. la superficie cubierta es de 4090 m2. la superficie semicubierta es de 1170 m2 (50 %).;113593182.00;1;retiro;gendarmeria nacional av. 679;2017-02-15;2017-12-30;10;100;Bricons S.A.I.C.F.I.;2016;Licitación Pública;1220-SIGAF/16;30541068151;30;25-804-661-MGEYA-DGOI-16;GCBA
Barrio 31;Barrio 31: Vivienda Containera, Agrupada;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;el edificio cuenta con un mix de unidades de dos, tres y cuatro dormitorios además de ocho locales y un comedor en pb, lo que representa un total de ochenta unidades funcionales. la pb está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. las plantas tipo tienen unidades de dos y tres dormitorios. a la planta baja se agregan unidades de cuatro dormitorios, ocho locales y un comedor. las tiras están distribuidas en cuatro niveles. se accede a ellas a través de un total de diez núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. se dejara un hueco reglamentario para la posible futura instalación de un ascensor a1. la superficie cubierta es de 6283 m2. la superficie semicubierta es de 853m2 (50 %).;137700729.00;1;retiro;gendarmeria nacional av. 679;2017-05-18;2018-09-14;16;100;Cunumi S.A;2016;Licitación Pública;48-SIGAF/17;30615748036;30;88-421-MGEYA-DGOI-2017;Nación / Fuente 11
Barrio 31;Barrio 31: Viviendas YPF, etapa I;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;los edificios cuentan con un mix de unidades de dos y tres dormitorios además de locales comerciales en planta baja, lo que representa un total de ochocientas dos unidades funcionales. la planta baja está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. las plantas tipo tienen unidades de dos y tres dormitorios. a la planta baja se agregan unidades de los locales comerciales. las tiras están distribuidas en cuatro niveles. se accede a ellas a través de núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. se deja un hueco reglamentario para la posible futura instalación de un ascensor a1. la obra a realizar comprende la construcción de viviendas en suelo urbanizado con los servicios básicos. las conexiones domiciliarias se deberán considerar dentro de la oferta. la superficie total cubierta es de 70464 m2.;1177433295.00;1;retiro;gendarmeria nacional av. 679;2018-01-04;2019-07-30;18;100;CONSTRUCTORA SUDAMERICANA SA;2017;Licitación Pública;1483-SECISYU-2017;30610895456;30;25223293-MGEYA-DGOPDU-17;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 31;Barrio 31: Abordaje exterior Fachadas Feria.;Finalizada;Vivienda;Ministerio de Desarrollo Humano y Hábitat;se está trabajando en la puesta en valor de las fachadas de las manzanas 1,2,3,4,5 del sector de la feria comercial. la empresa contratista tiene por función recuperar 11.000m2 de fachadas, adecuando alumbrado, cañerias, realizando revoque fino y grueso a las superficies.;110068974.00;1;retiro;walsh, rodolfo 75;2018-01-08;2019-12-30;5;100;Bosquimano S.A;2017;Licitación Pública;1332/SIGAF/17;30711470022;15;EX-2017- 18927447- MGEYA-DGMV;Nación / Fuente 14
Barrio 31;Barrio 31: Torres y Los Lápices;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;"como primera medida se proyectó este espacio de 1410m2 en conjunto con la plaza ledesma, de manera que se complementen los usos. extendiendo el solado de lí­neas curvas que ayudan a dilatar el estrecho espacio para romper con la perspectiva lineal del terreno. la idea es usar unos juegos que generen el concepto de í¢â€âœnidoí¢â€â donde los chicos puedan quedarse y jugar en lo alto sin que los molesten. los juegos propuestos son como rejas para unir a los niños y no para alejar a los niños. la simplicidad del objeto invita a correr, trepar y deslizarse. dependiendo de las habilidades motoras y de edad, los niños usan la guirnalda de diversas maneras. debajo de uno de sus arcos, se colocan hamacas. el movimiento serpenteante crea una perspectiva en constante cambio, que estimula la interacción entre arriba y abajo, y entre el interior y el exterior. los espacios de juegos quedan contenidos por la propia morfologí­a del juego y el mobiliario urbano. el objetivo es generar un sistema de paseos donde las mismas plantas rastreras van a ir borrando los bordes definidos; queremos que la vegetación varí­e en las distintas estaciones, aportándole color al paisaje. además, generamos un espacio flexible de uso deportivo y cí­vico para eventos vecinales.";14588030.00;1;retiro;gendarmeria nacional av. 679;2017-06-05;2018-07-20;13;100;Cooperativa;2017;;;30711451931;10;;Nación
Barrio 31;Barrio 31: Comunicaciones;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;con la lógica de regenerar un espacio público de 1095m2, se propone un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. el uso del intertrabado en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. el espacio de cancha se mantiene como deportivo, de césped sintético, la cancha mantiene su jerarquí­a dentro del sistema de espacios deportivos existentes. el desnivel entre la vereda y el paredón de la autopista se salva con un recorrido de rampas acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental y además sirven de uso público para el aporte de juegos de niños, mesas y espacios de ocio y esparcimiento. atendiendo a todas las normativas existentes de seguridad y con la idea de generar un paisaje apropiado a los niños para su mayor disfrute. el terraplen en el sentido largo sirve para sumar verde en terrazas y redefinir las gradas, ganando en uso y ampliando el aire entre el alambrado y el paredón. asimimo la iluminación general del espacio se realiza enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba con la mayor tecnologí­a disponible al momento. por último se suman a las especies arboreas ya existentes, diversos tipos de vegetación de tipo trepadoras a fin de incrementar la huella verde dentro del espacio público utilizando como soporte el paredón de lí­mite contra la au. como aporte a la aislación y par reducir el impacto de esa infraestructura en el ambiente.;11519765.00;1;retiro;gendarmeria nacional av. 679;2017-11-20;2018-09-27;10;100;Cooperativa;2017;;;30715359177;15;;Mixto Nación / Préstamo BID AR-L1260
Barrio 31;Barrio 31: Cancha 5;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;con la lógica de regenerar un espacio público de 4200m2 se propuso un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de esparcimiento, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. el uso del intertrabado igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. toda la superficie de cancha de fútbol se realiza de césped sintético especialmente preparado para alta competición y se delimita con un alambrado olí­mpico. se propone desmontar las tribunas en las cabeceras y reemplazarlas por una sola tribuna general que por debajo alberga un modulo de baños para el uso del espacio deportivo. se propone sumar equipamiento de postas deportivas a fin de jerarquizar el carácter deportivo y de esparcimiento del espacio. asimimo la iluminación general del espacio se realiza enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba con la mayor tecnologí­a disponible al momento. por último se suman diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público.;10921249.00;1;retiro;gendarmeria nacional av. 679;2017-11-11;2019-01-15;14;100;Cooperativa;2017;;;30711317720;8;;GCBA / FoDUS
Barrio 31;Barrio 31: Completamiento de la Infraestructura existente;Finalizada;Hidráulica e Infraestructura;Ministerio de Desarrollo Humano y Hábitat;si bien hay varios sectores del barrio que cuenta con algunos servicios, siempre de manera informal y sin cumplir de las normas vigentes, otras zonas no cuentan con ellos. la infraestructura existente está desarrollada en forma fragmentaria, es decir que se encuentran intercaladas las áreas que cuentan con algunos servicios y las que no, sin ningún criterio técnico o geográfico. esta discontinuidad plantea un desafí­o para el proyecto ya que la urgencia de dotar con servicios a los sectores que no cuentan con ellos, plantea una exigencia adicional al desarrollo del proyecto y las etapas de obra. para poder responder a todas estas exigencias se han desarrollado cada componente de la infraestructura en distintos planes maestros, los que enmarcan los proyectos de cada una de las diferentes etapas. asimismo se han adoptado criterios generales para el barrio sobre el diseño de pavimentos, canteros, mobiliario urbano y alumbrado público. estos planes maestros han sido consensuados con las empresas prestadoras de servicios aysa, edenor y edesur, cada una en el área que le corresponde. dentro del plan de obras del gcba, la etapa que corresponde al alcance de la obra es la del completamiento de la infraestructura en las calles de los sectores que hoy carecen de ella, por medio de obras de: pavimentos, desagí¼es cloacales, desagí¼es pluviales, provisión de agua potable, alumbrado público y construcción de canteros y mobiliario urbano. esta etapa se complementa con las obras de renovación de la red de provisión de energí­a eléctrica y otra serie de obras que permiten dotar a la totalidad del barrio de la infraestructura necesaria de acuerdo a los estándares de la ciudad de buenos aires y de la conexión de la red de infraestructura con las del resto de la ciudad.;401293888.00;1;retiro;gendarmeria nacional av. 679;2017-11-06;2020-04-30;13;100;C&E CONSTRUCCIONES S.A. - POSE S.A. - CONSTRUCCIONES INFRAESTRUCTURA Y SERVICIOS S.A. - UT - REDES VILLA 31;2017;Licitación Pública;796-sigaf-SECISYU-2017;30715792148;20;8215910-SECISYU-2017;Mixto / Nación / Préstamo BIRF 8706-AR
