tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Espacio Público,Barrio 31: Cancha Ledesma,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"este espacio público está ubicado entre dos sectores del barrio 31, y es motivo de unión entre sus vecinos. además, su cercaní­a con la casa de la cultura hace que este espacio ya se haya convertido en un polo deportivo y cultural donde sobran las razones para encontrarse. consiste en un espacio de usos múltiples semihundido, conformado con gradas en forma desniveles a la manera de anfiteatro, con escalones a su alrededor para que ese espacio pueda utilizarse para hacer eventos. la iluminación general del espacio se realizó enteramente en led y se suman diversos tipos de vegetación de tipo trepadoras a fin de incrementar la huella verde dentro del espacio público.",11494715.0,retiro,1,gendarmeria nacional av. 679,2017-02-01,2017-11-30,11,100.0,Cooperativa,33711722349,2016,nan,,10,indeterminado,indeterminado
Arquitectura,Centro Deportivo de Tiro y Anexo - Lic 2 - Edificio principal y anexos,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el objeto primordial del centro deportivo de tiro consistirá en dotar a la ciudad autónoma de buenos aires de infraestructura de excelencia internacional en la práctica de deportiva de tiro y entrenamiento de fuerzas armadas y de seguridad de carácter nacional, provincial y municipal y educación deportiva. la nueva sede se ubica sobre un predio de 13 has. al borde costero de la ciudad de buenos aires, aledaño al arroyo medrano, al club de golf de la policí­a federal y al recientemente inaugurado parque de los niños, completando una serie de infraestructuras programáticas en situación de parque único costero.",595400000.0,nuñez,13,calle sin nombre oficial (av. tambor de tacuarã­) s/n,2019-02-15,2020-09-30,19,100.0,Niro Construcciones S.A.,33588171979,2018,Licitación Pública,2018-24730430-DGIURB,indeterminado,indeterminado,indeterminado
Arquitectura,Deposito de las Artes - Fábrica Colón,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se recicla el viejo edificio de la firma descours & cabot para destinarlo a talleres y depósitos del teatro colón. se transforma en un espacio de interacción entre las distintas actividades que se llevan a cabo para el armado de algunas de sus escenografí­as y el guardado de las reliquias de las obras realizadas en el teatro colón, generando un atractivo turí­stico para el público.",49595723.0,la boca,4,av. pedro de mendoza 2143,2019-02-18,2020-02-15,9,100.0,Cooperativa de Trabajo Greti Ltda,30710961634,2018,Licitación Pública,515-SIGAF-2018,indeterminado,2018-22282725- -mgeya-dgrgieg,indeterminado
Espacio Público,Readecuación Parque Olimpico,Neutralizada,Secretarí­a de Transporte y Obras Públicas,"la obra consiste en la construcción de tres nuevos edificios que se emplazarán en el parque olí­mpico, con la intención de mudar al cenard a la zona sur. habrá oficinas, una residencia y un centro de ciencias aplicadas al deporte, una escuela, oficina antidoping, una cancha murciélago y se readecuarán 4 pabellones.",903283412.0,villa lugano,8,escalada av.,2019-03-15,2020-07-13,13,11.0,Sudamericana S.A.,30610895456,2018,Licitación Pública,650-SIGAF-2018,indeterminado,indeterminado,indeterminado
Arquitectura,Centro Penitenciario Federal VII - Ricardo Gutierrez Lic 1 - Infraestructura y edificios de apoyo,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el complejo penitenciario federal de la ciudad autónoma de buenos aires, conocido como cárcel de devoto, será trasladado a marcos paz. se construirá un nuevo penal en el predio federal que se encuentra junto al complejo penitenciario de marcos paz.",784789243.0,marcos paz,0,acceso zabala y ruta 6,2018-12-27,2020-12-27,24,100.0,UTE TriviÃ±o - Fontana Nicastro,30716274310,2017,Licitación Pública,400-SIGAF/2018,indeterminado,2018-13414420-dgoinfu,indeterminado
Arquitectura,Centro Penitenciario Federal VII - Ricardo Gutierrez Lic 2 - Institutos 1 y 3,Rescisión,Secretarí­a de Transporte y Obras Públicas,"el complejo penitenciario federal de la ciudad autónoma de buenos aires, conocido como cárcel de devoto, será trasladado a marcos paz. se construirá un nuevo penal en el predio federal que se encuentra junto al complejo penitenciario de marcos paz.",1368000000.0,marcos paz,0,acceso zabala y ruta 6,2018-12-27,2020-11-30,23,66.0,Sudamericana S.A.,30546752271,2017,Licitación Pública,490-SIGAF/2018,indeterminado,2018-20835249-dgoinfu,indeterminado
Arquitectura,Centro Penitenciario Federal VII - Ricardo Gutierrez Lic 3 - Institutos 2 y 4,Rescisión,Secretarí­a de Transporte y Obras Públicas,"el complejo penitenciario federal de la ciudad autónoma de buenos aires, conocido como cárcel de devoto, será trasladado a marcos paz. se construirá un nuevo penal en el predio federal que se encuentra junto al complejo penitenciario de marcos paz.",1389607260.0,marcos paz,0,acceso zabala y ruta 6,2018-12-27,2020-11-30,23,69.0,Sudamericana S.A.,30546752271,2017,Licitación Pública,491-SIGAF/2018,indeterminado,2018- 20835624-dgoinfu,indeterminado
Hidráulica e Infraestructura,Mejoramiento de la eficiencia hidráulica del Emisario principal del Arroyo Medrano â Tramo de 2 Y 3 Celdas,Finalizada,Secretarí­a de Transporte y Obras Públicas,"la obra tiene como objetivo mejorar la capacidad de escurrimiento del conducto principal del arroyo medrano, en el tramo de aproximadamente 3,8 kilómetros de longitud comprendido entre la av. general paz y la av. cabildo.",125382126.0,saavedra,12,andonaegui y rastreador fournier,2018-08-03,2020-05-30,20,100.0,ALTOTE â NAKU CONSTRUCCIONES UTE,,2018,nan,,indeterminado,2018-604-mduytgc,indeterminado
Arquitectura,Playa Ferroviaria Palermo - Etapa 1,Finalizada,Secretarí­a de Transporte y Obras Públicas,la ex playa ferroviaria palermo es un extenso territorio anteriormente en desuso (2 kms de longitud y ancho máximo de 150 ms) localizado en un punto central de la ciudad de buenos aires. el proyecto consisitió en desarrollar urbaní­sticamente estos terrenos.,41513015.0,palermo,14,soler y godoy cruz,2019-03-14,2019-09-30,7,100.0,Bosquimano S.A,30711470022,2019,Licitación Pública,590/SIGAF/2018,indeterminado,2018-27322489-mgeya-dgoinfu.,indeterminado
Espacio Público,Sede del Ministerio de Hábitat y Desarrollo Humano - Parque Público y Calles Entorno,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el elefante blanco es un edificio ubicado en la ciudad oculta del barrio de villa lugano, abandonado por más de 60 años. el proyecto contempló la demolición de esa estructura para la construcción de un nuevo espacio verde y público para el barrio, junto al nuevo edificio del ministerio de desarrollo humano y hábitat.",75898346.0,villa lugano,8,av. piedra buena 3250,2018-11-01,2019-09-30,10,100.0,Niro Construcciones S.A.,33588171979,2018,Licitación Pública,"357/SIGAF/2018,",indeterminado,2018-19451427-mgeyadgiurb,indeterminado
Arquitectura,Distrito De Las Artes: Club Deportivo GIUFFRA - Sistema De Iluminación,Finalizada,Corporación Buenos Aires Sur,nuevo sistema de iluminación de la cancha de futbol con recambio de proyectores y lámparas existentes por sistema led.,190575.0,san telmo,1,perú 1243,2018-05-24,2018-06-23,1,100.0,ACUN SRL,30712482385,2018,Contratación Directa,03-CBAS-2018,indeterminado,indeterminado,indeterminado
Arquitectura,Distrito Del Deporte: Refacción Y Ampliación De Polideportivo Martinez Castro - D.D.Nº19 ,Finalizada,Corporación Buenos Aires Sur,la obra consiste en la refacción de lo existente y la ampliación en dos sectores con sanitarios especiales y espacios de depósito y control.,10649661.0,villa soldati,8,martí­nez castro 3067,2019-01-02,2019-07-11,5,,Kavos S.A.,33707144829,2018,Licitación Pública,05-CBAS-2018,indeterminado,indeterminado,indeterminado
Arquitectura,"Destacamento De Bomberos: Remodelación Cuartel De Bomberos II ""Patricios""",Finalizada,Corporación Buenos Aires Sur,"la obra consiste en la remodelación del cuartel de bomberos de parque patricios para la refuncionalización , modificación y ampliación de algunos espacios",11478249.0,parque patricios,4,caseros  av. 2849,2018-07-30,2019-03-27,6,,CYLP S. A.,30567789000,2018,Licitación Pública,02-CBAS-2018,indeterminado,indeterminado,indeterminado
Arquitectura,Destacamento De Bomberos: Remodelación De Núcleos Sanitarios-Destacamento Ger Caballito,Finalizada,Corporación Buenos Aires Sur,la obra consiste en la remodelación a nuevo de tres núcleos sanitarios.,1193562.0,caballito,7,riglos 959,2018-06-29,2018-08-28,2,100.0,NELTEC S.R.L.,30707902341,2018,Contratación Directa,11-CBAS-2018,indeterminado,indeterminado,indeterminado
Vivienda,Barrio Los Piletones: Mejoras En Frentes 3Â° Etapa,Finalizada,Corporación Buenos Aires Sur,la propuesta de obras consiste en el mejoramiento de los frentes de las parcelas regularizadas,1243080.0,villa soldati,8,"esperanza, janer, plumerillo 3843, janer 3860",2018-04-05,2018-08-18,3,100.0,ANTONIO ALAK LTDA,30709930385,2018,Contratación Directa,01-CBAS-2018,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Barrio Los Piletones: Demoliciones Casas 13/1 Y 13/2 Manzana 11,Finalizada,Corporación Buenos Aires Sur,la obra consiste en la demolición de las edificaciones  a la necesidad de liberación del sector público del entorno del lago soldati. esta apertura servirá para el acceso a infraestructura y se realizará espacio de recreación,350068.0,villa soldati,8,el sendero 4050-3900,2018-07-05,2018-08-07,6,100.0,LOS PILETONES LTDA,30710477910,2018,Contratación Directa,10-CBAS-2018,indeterminado,indeterminado,indeterminado
Espacio Público,Barrio Los Piletones: Movimientos De Suelos â Nueva Plaza En Manzana 195 - Complejo Habitacional Los Piletones,Finalizada,Corporación Buenos Aires Sur,la obra consiste en movimientos de suelos y tendido de infraestructura para nuevo espacio público.,923358.0,villa soldati,8,"senderos de la fuerza, de la paz, 14 de mayo, mujeres victoriosas 3015-3025",2018-07-31,2018-09-14,6,100.0,SOL YEWEN LTDA,30709272981,2018,Contratación Directa,42-CBAS-2018,indeterminado,indeterminado,indeterminado
Espacio Público,"Barrio Los Piletones: Hormigón â Nueva Plaza En Manzana 195, Complejo Habitacional Los Piletones",Finalizada,Corporación Buenos Aires Sur,la obra consiste en realizar las plateas para apoyo contenedores en nuevo espacio público,692119.0,villa soldati,8,"senderos de la fuerza, de la paz, 14 de mayo, mujeres victoriosas 3015-3025",2018-09-12,2018-10-22,6,100.0,LA UNION LTDA,30711170053,2018,Contratación Directa,46-CBAS-2018,indeterminado,indeterminado,indeterminado
Espacio Público,"Barrio Los Piletones: Finalización Plaza En Manzana 195, Complejo Habitacional Los Piletones",Finalizada,Corporación Buenos Aires Sur,"la obra consiste en la terminación de la plaza con tareas de albañilerí­a,parquización, colocación de equipamientos urbano, juegos inclusivos y contenedores con sanitarios.",5861544.0,villa soldati,8,"senderos de la fuerza, de la paz, 14 de mayo, mujeres victoriosas 3015-3025",2018-12-04,2019-02-17,6,100.0,PRISMA Construcciones SRL,30714290173,2018,Contratación Directa,50-CBAS-2018,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,"Barrio Los Piletones: Demoliciones, Casas Nº 60-63-64-65, Manzana 10",Finalizada,Corporación Buenos Aires Sur,la obra consiste en la demolición de las edificaciones  a la necesidad de liberación del lecho lago soldati y se realizarán espacios de verde.,961389.0,villa soldati,8,lacarra av. 2700,2018-11-14,2018-12-29,6,100.0,LOS PILETONES LTDA,30710477910,2018,Contratación Directa,55-CBAS-2018,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Barrio Los Piletones: Demoliciones En Manzana 8,Finalizada,Corporación Buenos Aires Sur,la obra consiste en la demolición de las edificaciones  a la necesidad de la futura apertura de calle,759982.0,villa soldati,8,plumerillo 3781-3810,2018-11-14,2018-12-29,6,100.0,LOS PILETONES LTDA,30710477910,2018,Contratación Directa,47-CBAS-2018,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,Barrio Los Piletones: Pluviales Calle Lacarra â Cloacales Mz. 10 Barrio Los Piletones â Cámara Aquietamiento Carrillo â Pluviales Nueva Esperanza ,Finalizada,Corporación Buenos Aires Sur,la obra consiste en reparaciones varias en pasillo 3 de mz.1;desagí¼e pluvial sobre calle lacarra; desagí¼e cloacal en mz. 10; reconstrucción de cámara de aquietamiento en estación de bombeo carrillo y desagí¼e pluvial en barrio nueva esperanza.,7120573.0,villa soldati,8,lacarra av. 2700,2018-07-31,2018-12-13,3,94.0,GOLI Construcciones SRL,30715832255,2018,Contratación Directa,43-CBAS-2018,indeterminado,indeterminado,indeterminado
Hidráulica E Infraestructura,"Barrio Los Piletones: Movimiento de suelos para Rap Sendero Mujeres Victoriosas , Complejo Habitacional Los Piletones",Finalizada,Corporación Buenos Aires Sur,"las tareas de movimiento de suelos, ejecución de desagí¼es pluviales para la ejecución del âsendero mujeres victoriosasâcon un rap asfalto paliativo.",2090256.0,villa soldati,8,mujeres victoriosas,2018-12-14,2019-02-12,2,100.0,Jorge Canelles Ltda,30708832959,2018,Contratación Directa,53-CBAS-2018,indeterminado,indeterminado,indeterminado
Arquitectura,Villa Olimpica: Ejecución De Tareas Vinculadas A Sistemas De Porteros Eléctricos â Manzanas: B3 â B5 â B6,Finalizada,Corporación Buenos Aires Sur,"la obra comprende la provisión de dirección técnica, mano de obra especializada y materiales para el montaje, conexión y puesta en servicio de los sistemas de porteros eléctricos de los edificios de villa olímpica - manzanas b3 â b5 â b6",2595165.0,villa lugano,8,escalada av. 4200,2019-04-26,2019-06-05,6,100.0,CATALUÑA SERVICIOS Y CONSTRUCCIONES SRL,30715889974,2019,Contratación Directa,04-CBAS-2019,indeterminado,indeterminado,indeterminado
